Date,Price,Open,High,Low,Volume,Chg%
2025-05-21,96515,96051,96754,95958,0,1.08
2025-05-22,96091,97112,97133,95811,0,-0.44
2025-05-23,98602,97558,98602,97426,0,2.61
2025-05-27,95792,96762,97009,95711,0,-2.85
2025-05-28,95860,95860,95860,95860,0,0.07
2025-05-29,96572,95600,96913,94397,0,0.74
2025-05-30,95724,96486,96571,95200,0,-0.88
2025-06-02,98289,96140,98586,96140,0,2.68
2025-06-03,97511,98526,98669,96960,0,-0.79
2025-06-04,98586,98045,98776,97724,0,1.1
2025-06-05,98143,98752,99587,97938,0,-0.45
2025-06-06,97292,98510,98510,96803,0,-0.87
2025-06-09,97463,96980,97536,96231,0,0.18
2025-06-10,97102,96549,97786,96549,0,-0.37
2025-06-11,96997,97192,98010,96997,0,-0.11
2025-06-12,98526,98005,98964,97725,0,1.58
2025-06-13,100248,99550,100622,99550,0,1.75
2025-06-16,99881,101222,101222,99557,0,-0.37
2025-06-17,99425,99769,99769,99117,0,-0.46
2025-06-18,99818,99685,99880,99090,0,0.4
2025-06-20,99433,98898,99574,98633,0,-0.39
2025-06-23,99712,99364,100013,98894,0,0.28
2025-06-24,97539,98733,98733,97057,0,-2.18
2025-06-25,97452,97291,97572,96969,0,-0.09
2025-06-26,97755,97722,97755,97722,0,0.31
2025-06-27,95622,96936,96936,95041,0,-2.18
2025-06-30,95989,95159,96354,95045,0,0.38
2025-07-01,97516,96739,98025,96739,0,1.59
2025-07-02,97765,97210,98043,97210,0,0.26
2025-07-03,97345,98233,98233,97073,0,-0.43
2025-07-04,96945,97221,97221,96945,0,-0.41
2025-07-07,97137,96359,97169,96175,0,0.2
2025-07-08,96849,97534,97654,96281,0,-0.3
2025-07-09,96775,96126,96845,95910,0,-0.08
2025-07-10,96946,97127,97329,96776,0,0.18
2025-07-11,98104,97359,98513,97359,0,1.19
2025-07-14,98071,98525,98774,98027,0,-0.03
2025-07-15,97603,97932,97932,97603,0,-0.48
2025-07-16,98297,97966,98309,97623,0,0.71
2025-07-17,97811,97040,97831,97040,0,-0.49
2025-07-18,98373,97938,98373,97938,0,0.57
2025-07-21,99926,98410,100214,98410,0,1.58
2025-07-22,101076,100247,101129,99795,0,1.15
2025-07-23,99921,100987,101093,99745,0,-1.14
2025-07-24,99306,99188,99306,99188,0,-0.62
2025-07-25,98252,98546,98576,98031,0,-1.06
2025-07-28,97603,98119,98125,97603,0,-0.66
2025-07-29,98333,98333,98333,98333,0,0.75
2025-07-30,97837,98728,98906,96890,0,-0.5
2025-07-31,98491,97884,99054,97884,0,0.67
2025-08-01,99864,98030,100249,97874,0,1.39
2025-08-04,100380,100178,100740,99577,0,0.52
2025-08-05,101350,101248,101509,100430,0,0.97
2025-08-06,101097,101118,101196,100538,0,-0.25
2025-08-07,101750,101289,102426,101289,0,0.65
2025-08-08,102525,102516,103655,101434,0,0.76
2025-08-11,100024,100943,100943,99908,0,-2.44
2025-08-12,100100,100318,100318,99538,0,0.08
2025-08-13,100314,100317,100454,100314,0,0.21
2025-08-14,99446,99792,100067,99259,0,-0.87
2025-08-15,99745,100068,100068,99742,0,0.3
2025-08-18,99413,99467,99894,99413,0,-0.33
2025-08-19,98621,99122,99517,98621,0,-0.8
2025-08-20,99268,98294,99271,98279,0,0.66
2025-08-21,99006,99377,99377,98697,0,-0.26
2025-08-22,100435,99691,100533,99691,0,1.44
2025-08-25,100460,100227,100585,100227,0,0.02
2025-08-26,101222,100932,101458,100699,0,0.76
2025-08-27,101691,101464,101691,101016,0,0.46
2025-08-28,102572,101890,102655,101621,0,0.87
2025-08-29,103744,102514,103801,102337,0,1.14
2025-09-02,106501,104589,106795,104589,0,2.66
2025-09-03,107811,106659,107826,106611,0,1.23
2025-09-04,107080,106602,107314,106602,0,-0.68
2025-09-05,108651,107286,108651,107286,0,1.47
2025-09-08,109392,108081,109479,107945,0,0.68
2025-09-09,109292,109406,110105,108827,0,-0.09
2025-09-10,109597,109037,109952,108911,0,0.28
2025-09-11,109191,109071,109191,108635,0,-0.37
2025-09-12,109832,110016,110055,109640,0,0.59
2025-09-15,110832,109562,110958,109414,0,0.91
2025-09-16,110840,110615,111131,110615,0,0.01
2025-09-17,110327,109943,110429,109721,0,-0.46
2025-09-18,109218,109544,109928,109017,0,-1.01
2025-09-19,110422,110046,110855,110022,0,1.1
2025-09-22,112365,110788,112591,110782,0,1.76
2025-09-23,113829,112817,113991,112606,0,1.3
2025-09-24,113009,114151,114232,113009,0,-0.72
2025-09-25,113117,113296,113695,112748,0,0.1
2025-09-26,114272,114272,114272,114272,0,1.02
2025-09-29,115527,113528,115730,113528,0,1.1
2025-09-30,116165,115763,116912,114731,0,0.55
2025-10-01,117152,117031,117891,116722,0,0.85
2025-10-02,116104,116603,117582,115620,0,-0.89
2025-10-03,117396,116621,117577,116576,0,1.11
2025-10-06,119464,118943,119812,118807,0,1.76
2025-10-07,120295,119775,120443,119188,0,0.7
2025-10-08,122342,120645,122521,120645,0,1.7
2025-10-09,119454,121418,122478,119263,0,-2.36
2025-10-10,120469,119897,121563,119548,0,0.85
2025-10-13,124339,121536,124411,121536,0,3.21
2025-10-14,125119,124908,125766,123520,0,0.63
2025-10-15,126442,125476,127462,125476,0,1.06
2025-10-16,128149,125711,128951,125646,0,1.35
2025-10-17,125704,130648,130747,125473,0,-1.91
2025-10-20,130116,127347,130722,126462,0,3.51
2025-10-21,122483,129825,129825,122483,0,-5.87
2025-10-22,121354,123313,124477,120201,0,-0.92
2025-10-23,123420,122010,123758,121780,0,1.7
2025-10-24,123261,123235,123327,121960,0,-0.13
2025-10-27,119843,121583,122140,118927,0,-2.77
2025-10-28,119305,118207,119305,118024,0,-0.45
2025-10-29,119836,119836,119836,119836,0,0.45
2025-10-30,120530,119286,121310,117891,0,0.58
2025-10-31,120347,121927,121927,120177,0,-0.15
2025-11-03,121086,120356,121682,119836,0,0.61
2025-11-04,119424,120830,120867,118810,0,-1.37
2025-11-05,120422,118897,120518,118897,0,0.84
2025-11-06,120172,120900,121005,120172,0,-0.21
2025-11-07,120919,120357,120919,120357,0,0.62
2025-11-10,124296,122730,124296,122730,0,2.79
2025-11-11,124214,125221,125221,124214,0,-0.07
2025-11-12,126821,124142,126821,123759,0,2.1
2025-11-13,126475,127738,127738,125774,0,-0.27
2025-11-14,123785,127119,127125,122556,0,-2.13
2025-11-17,123015,123066,123958,121536,0,-0.62
2025-11-18,122739,122017,122803,121962,0,-0.22
2025-11-19,123125,123378,124484,122953,0,0.31
2025-11-20,122388,122041,123411,121897,0,-0.6
2025-11-21,123283,121925,123540,121925,0,0.73
2025-11-24,125056,124097,125056,124097,0,1.44
2025-11-25,125816,125816,125816,125816,0,0.61
2025-11-26,126610,125498,126786,125464,0,0.63
2025-11-28,128532,126859,128703,126146,0,1.52
2025-12-01,129151,128517,129845,128407,0,0.48
2025-12-02,127920,129262,129262,127321,0,-0.95
2025-12-03,128744,129247,129811,128634,0,0.64
2025-12-04,129491,129467,129491,128360,0,0.58
2025-12-05,129045,128776,130356,128482,0,-0.34
2025-12-08,128403,128964,129280,128044,0,-0.5
2025-12-09,129276,128785,129676,128385,0,0.68
2025-12-10,128655,129041,129823,128263,0,-0.48
2025-12-11,131206,129323,131248,129026,0,1.98
2025-12-12,132327,131598,134016,131093,0,0.85
2025-12-15,133006,133055,134318,132580,0,0.51
2025-12-16,133231,132179,133754,132179,0,0.17
2025-12-17,134817,133608,134938,133608,0,1.19
2025-12-18,133777,133515,134042,133429,0,-0.77
2025-12-19,134218,133870,134218,133870,0,0.33
2025-12-22,135739,133494,135830,133494,0,1.13
2025-12-23,136957,137583,137599,135967,0,0.9
2025-12-24,136743,137357,137439,136371,0,-0.16
2025-12-26,139147,138622,139983,138314,0,1.76
2025-12-29,132472,133893,134122,132472,0,-4.8
2025-12-30,133955,133229,134982,132971,0,1.12
2025-12-31,132398,132640,133568,131156,0,-1.16
2026-01-02,132339,133449,133449,132339,0,-0.04
2026-01-05,136165,134624,136367,134566,0,2.89
2026-01-06,137900,136900,137900,136879,0,1.27
2026-01-07,136787,136808,136808,136787,0,-0.81
2026-01-08,136341,136663,136697,135370,0,-0.33
2026-01-09,137648,137118,137648,137118,0,0.96
2026-01-12,141662,140886,142145,140846,0,2.92
2026-01-13,141035,140710,141893,140710,0,-0.44
2026-01-14,142397,141904,142665,141840,0,0.97
2026-01-15,141948,141843,141948,141843,0,-0.32
2026-01-16,141369,141973,141973,141369,0,-0.41
2026-01-20,147525,144506,147661,144493,0,4.35
2026-01-21,150115,151100,151373,148241,0,1.76
2026-01-22,153208,149559,153208,149559,0,2.06
2026-01-23,155347,154517,155347,154092,0,1.4
2026-01-26,158479,158535,158975,157621,0,2.02
2026-01-27,158853,158853,158853,158853,0,0.24
2026-01-28,165462,165462,165462,165462,0,4.16
2026-01-29,166905,169959,175310,159973,0,0.87
2026-01-30,147518,168251,170257,147083,0,-11.62
2026-02-02,144508,150298,151802,137553,0,-2.04
2026-02-03,150889,144006,153379,143831,0,4.42
2026-02-04,151701,151790,156689,151007,0,0.54
2026-02-05,149388,153914,154025,147071,0,-1.52
2026-02-06,152468,146641,152693,143346,0,2.06
2026-02-09,156008,154974,156466,153791,0,2.32
2026-02-10,154954,155255,155735,154920,0,-0.68
2026-02-11,156648,155977,157874,155712,0,1.09
2026-02-12,156762,157707,158186,156401,0,0.07
2026-02-13,160361,157301,161086,155938,0,2.3
2026-02-16,160016,161497,162277,159319,0,-0.22
2026-02-17,160016,164508,164508,158865,0,0.0
2026-02-18,162208,160349,162421,159367,0,1.37
2026-02-19,163717,163234,163838,162508,0,0.93
2026-02-20,165425,165276,165883,164759,0,1.04
2026-02-23,168711,167124,169405,166850,0,1.99
2026-02-24,168577,170540,171252,167830,0,-0.08
2026-02-25,170434,168556,170474,167769,0,1.1
2026-02-26,170716,169377,170902,169207,0,0.17
2026-02-27,171585,171529,172000,170902,0,0.51
